GEOID,NAME,ST,dist_cent,dist_min,pop12,male,Over65,Over75,Deaths,AgeAdj,Crude,StdPop,dist_cent_sens,dist_min_sens,region,division,RUCC_2013,Urbanization,num_provs
01117,Shelby,AL,10.473086893548802,0,195237,0.4888776205329932,0.10792011760065971,0.04243560390704631,210,15.98621649,15.15010508,1386129,8.91871153443293,0,SOUTH,East South Central,1,Metro,2
05011,Bradley,AR,50.363879518759674,33.2426055257173,11510,0.4844483058210252,0.17341442224152911,0.08488271068635969,23,28.52258366,28.82928052,79780,50.52614231505248,33.45008073026382,SOUTH,West South Central,7,Nonmetro,0
05015,Carroll,AR,35.1450628478867,18.231590289488125,27321,0.4904652099117895,0.18879250393470223,0.0775959884338055,67,34.62292102,34.89619684,191998,34.9980558513762,15.400569302490798,SOUTH,West South Central,6,Nonmetro,0
05019,Clark,AR,28.74332309729239,13.477145159186211,23050,0.4767462039045553,0.14976138828633406,0.06754880694143167,36,22.60783571,22.4417916,160415,28.713098848794978,13.439245041167831,SOUTH,West South Central,7,Nonmetro,0
05025,Cleveland,AR,22.151702212983672,8.462260592098346,8685,0.4945308002302821,0.1600460564191134,0.06931491076568796,21,35.52761124,34.76418296,60407,22.228669376134807,8.67063486624289,SOUTH,West South Central,3,Metro,0
05063,Independence,AR,49.06830055074473,27.928945683710097,36572,0.49267198950016405,0.15692332932297934,0.07144810237340042,94,37.02387483,36.67934836,256275,49.06830055074473,27.928945683710097,SOUTH,West South Central,7,Nonmetro,0
05067,Jackson,AR,33.00220337369655,18.525317084352814,17885,0.49544310875034947,0.1585686329326251,0.06798993570030752,44,31.05139991,35.31640286,124588,33.00220337369655,18.525317084352814,SOUTH,West South Central,6,Nonmetro,0
05121,Randolph,AR,39.35472786028951,21.76436511003816,17992,0.4862160960426856,0.1858048021342819,0.08787238772787906,36,27.56231819,28.79378054,125027,39.38381821348227,21.801553132673558,SOUTH,West South Central,7,Nonmetro,0
06001,Alameda,CA,11.474839607419023,0,1515136,0.4903804014953113,0.11229156986567543,0.051588768268987076,1096,10.01529237,10.177425209999999,10768932,8.079068574113451,0,WEST,Pacific,1,Metro,10
06003,Alpine,CA,57.5496060991424,35.16452611813127,1197,0.5588972431077694,0.12280701754385964,0.05012531328320802,NA,NA,NA,8078,58.19743923978215,35.78752475519879,WEST,Pacific,8,Rural,0
